,text,labels,split
720,"Leonardo | Pendant ""DONATELLA"" <p/> In stock <p/> 39,80 € <p/> The beautiful Donatella pendant symbolises the joy of life. In the centre of the sunflower, which is made of gold-coloured stainless steel, is a round glass cabochon stone. The pendant is also a great idea for gifting your loved ones.",Promotion,train
721,"WHAT DOES THE MONTHLY SUPPORT INCLUDE? <p/> It gives you everything you need to make your website easier and faster to manage, provides security, stability and helps you grow online.",Promotion,train
722,"WHAT DO OUR CUSTOMERS SAY? <p/> BOGOMIR JALOVEC <p/> B33, d.o.o. <p/> B33 has been doing business with Spletnik for many years. We especially appreciate the responsiveness, fast technical support, both for the site's operation, as well as DIY technical advice and tips in the field of sales increase, optimization. <p/> TOMAŽ ERŽEN <p/> Gaus d.o.o. <p/> They made or set up an online shop for us, which we are very satisfied with. The company offers very good support and advice to optimize the implementation and operation of the online store, both at the beginning and throughout the rest of the mutual business.",Opinion/Argumentation,train
724,"Serbia: First milk checks in mid-2014 <p/> 15.11.2013 <p/> The National Reference Laboratory is expected to carry out its first milk checks in the middle of next year, when the first analyses of raw milk quality will start, the director of the institution, Slavoljub Stanojević, has announced. <p/> He told the Tanjug news agency at the Assembly's agriculture assembly that most of the laboratory equipment had already been purchased and the process of preparing for the opening of the laboratory had taken 10 years - since 2003. <p/> Stanojevic pointed out that the National Reference Laboratory for Food, Feed and Milk Safety Control will be part of the existing network of laboratories in Serbia. He said that these are prestigious, internationally recognised and well-equipped state laboratories as well as private laboratories. <He added that there is also a milk quality laboratory in Novi Sad, and concluded by pointing out that there are 430,000 dairy cows on 200,000 farms in Serbia, which makes it quite difficult to obtain samples. <p/> The two laboratories will work on a territorial basis, with mutual assistance.",News,train
726,"Reply Written by mmar "" Aug Sep 14, 2011 11:39 am <p/> Hello, I have (as always) traced the whole thing on American websites. But since I have the opportunity to popularize it a bit, especially among the younger generation, I would like to ask for some basic instructions to start with and then how the thing works in SLO. The game seems to me to be of above-average interest and interested parties would be extremely enthusiastic about it. However, as I am ""new"", I would ask for an ""introduction"". If anyone has time, I'd invite them for a drink lpm. <p/> Reply Written by soncek "" Thu Oct 06, 2011 5:42 pm <p/> Popularization on POP TV: http://24ur.com/novice/it/sodobno-iskan ... ladov.html I'm a bit worried if any of the new forum members have surfed the net and I've been led astray by this post. <p/> A very simple FAQ would read something like this: At http://www.geocaching.com, type Slovenia in front of the magnifying glass and you get all the treasures that someone has entered in Slovenia. Or you can type in a place like Ljubljana and get Ljubljana treasures, etc... If you want to do more, like see what's going on with individual treasures or even enter your own adventures related to the treasure you're looking for, you have to register for free. If you do this, you will get the geographical coordinates of where the treasure is located and a hint of where exactly it should be. You can stand on it, but if the owner of the treasure doesn't give you a hint that it's buried under your feet, you'll be looking for it in vain. You can, however, pay approx. 20?per year, which gives you the right to hide the treasure, enter its coordinates in the portal and keep track of what happens to it, who discovers it, etc. If you find the treasure, you enter the date of its discovery in the treasure's notebook. You can take some things out and put in some of your new things, or at least as much as there was before. Each treasure contains a plastic waterproof box, a label with the location and address, a pencil, a pencil sharpener, and a notebook or notepad. You can also put anything in the box that is not food, not an animal or non-perishable. Crates can be ""micro"" e.g. a 2 or 3 cm plastic box, medium or very large. The crate can also contain a ""tracer"" or a plastic coin. You need to buy both official ones because the tracking numbers are stamped on the tracker and the coins are destructible and only made by certified producers. The tracker is inscribed separately and its job is to travel from treasure to treasure. You must not take it home for permanent safekeeping, but must put it in another treasure or leave it where it is. If you have moved it, you must be sure to write on the portal in which treasure you have placed it. Some people call this a ""stopwatch"". Vendors also offer official boxes, notebooks, pencils, stickers, etc. You don't need these if you don't want them. You can provide all this yourself. You can get free stickers here: http://www.techblazer.com/geocaching-log-sheets/ for micro for others: http://www.google.com/url?sa=t&source=w ... mApU8vtHzw Make sure the sticker is dry! That's all. Instead of boring walks, you can search for treasures. You can use a garmin or other gps, I just use a phone with gps built in. It's worth installing Google Earth and you'll find your treasure even faster. If anyone has any other questions, just take them on the day. <p/> Reply Written by bucar "" Sat May 05, 2012 12:13 am <p/> Commendable, but one has to be careful here: it's nice if a video post about a treasure is aligned with its owner, especially if the location of the box itself is also shown (spoiler). Many an owner would not be thrilled about that! Some time ago there was a pop-TV article http://24ur.com/novice/it/sodobno-iskan ... ladov.html and later on Spica there was another box right next to the real one and now there is quite a confusion because there are two treasures with a registration book. So public disclosure of the location of the treasures could bring problems... <p/> Reply Written by mrvidk "" Sat May 05, 2012 6:20 pm <p/> @mmar: But you can pay about 20? a year and that gives you the right to hide the treasure, enter its coordinates on the portal and keep track of what happens to it, who discovers it, etc. that's not exactly true, because that only requires registration. <p/> Reply Written by FamilyMarussig "" Fri May 10, 2013 10:50 pm <p/> As far as I know, it can't be hidden and located unless you pay a flat fee...? I caught that somewhere in the flood of texts.",Forum,train
728,"there is a colloquium on Thursday, when can we meet and where? he said he would send to a common mail but I can not access this mail because I do not know the data. <p/> I have extracted a few questions from old forums: 1 what is regulation what is control 2 list and describe two DC motors ( characteristic, coupling, how to excite the magnetic field 3 asynchronous motor (characteristic, types of asynchronous motors, how to excite the magnetic field in an asynchronous motor...),4 small motors (list them and where they are used) <p/> common mail, if I'm not mistaken is: username: kvs0910 password: konstrukter <p/> yes I have already looked at these questions, but I didn't find the answers for the first question in the uni script? maybe you know where the answer is hidden? <p/> I don't know about the last question. under the heading small motors it says everything about them but I didn't find anything about the application. lp <p/> for the magnetic field excitation I don't know that I need to know how to depend the excitation I on the magnetic field strength B? to show the saturation?",Forum,train
730,"FE ROS Workshop 2021 <p/> Date of publication: 15.07.2021 <p/> A full week FE-ROS-21 workshop covering the use of a ROS (Robot Operating System) environment will be held at the Faculty of Electrical Engineering between 24 and 30 September 2021. The workshop is aimed at senior students who are enthusiastic about robotics and is highly recommended for future students of the Robotics MSc programme. We also welcome students from industry. <p/> Basic knowledge of the Linux environment as well as the Python programming language is required to attend. All development will be done on a Raspberry Pi, the system will be provided to the participants at the workshop. <p/> The number of participants is limited to 15, please register at . In your application, please write down in short bullet points your experience, competences and reasons for your enthusiasm for robotics. Applications are open from 15 July 2021 to 15 August 2021.",Promotion,train
735,"Login to download content <p/> NOMAGO <p/> A single point of communication for every employee <p/> DOWNLOAD EXAMPLE STUDY <p/> Up-to-the-minute information for all employees - regardless of their current location and without any additional technological requirements. <p/> Transparent and user-friendly presentation of key information for work. <p/> Ability to communicate with all employees via personal mobile devices (including drivers and other colleagues in the field). <p/> Establishing a single entry point for information with a database of data from different systems. <p/> Establish a single entry point for all tools used by employees at work. <p/> Solution <p/> Easy-to-use, transparent and secure Digital Agora solution for communication with all employees, also accessible via mobile devices. <p/> A central channel for unified communication with colleagues (regardless of their function or location), allowing information to be personalised to individuals or groups. <p/> Easy extensibility or upgradability of the solution with additional functionalities and content. <p/> A multilingual communication channel, suitable for business operations in different markets. <p/> A single entry point, a ""tray"" of applications and tools used by employees at work. <p/> Value <p/> By improving the information available to all employees, they have all the information they need to do their job, thus achieving greater productivity. <p/> A single point of entry makes the work environment more organised and the applications and tools used by employees more quickly accessible and centrally administered (e.g. when changing the location of an application, etc.). <p/> The company can manage its workforce more easily and efficiently through communication with all colleagues. <p/> Increased commitment and loyalty of colleagues to the company.",Promotion,train
737,Ice creams with tradition <p/> More authenticity. More rewards <p/> Enter to win awesome weekly rewards. Buy four Mu yoghurts and send a text message with the keyword MU and your account number to 3131 or send a story.,Other,train
738,"VARSTOR, JERNEJ ŠTORGELJ, s.p.from Rečice ob Savinji specialises in robotic welding. They also perform welding by other processes such as MIG welding and TIG welding. <p/> WELDING <p/> Welding is the process of joining two materials to form a single unit by means of heat or mechanical kneading. <p/> In welding, the heat source is an electric arc generated by the welding machine. The joining of materials is based on the temperature generated by the electric arc. This welding process is called arc welding. <p/> WELDING PROCEDURES <p/> MIG/MAG welding <p/> MIG/MAG welding involves the generation of an electric arc by means of a welding source. The arc is formed between the welding wire and the weldment. The arc joins the weldment and the filler material to form a weld joint or weld. <p/> During the actual welding process, the feeding device feeds the wire continuously through the torch to the welding site. Shielding gas is also added via the torch. <p/> MIG welding differs from MAG welding in the use of shielding gas. MIG welding uses an inert gas which does not react chemically with the welding consumable. MAG welding, on the other hand, uses an active gas which reacts chemically with the weld metal. <p/> Typically, the shielding gas contains active carbon dioxide or oxygen, which is why MAG welding is more common than MIG welding. <p/> TIG welding <p/> In TIG welding (Tugsten Inert Gas), an electric arc is created between the non-fusible tungsten electrode and the weld metal. An inert gas is used as a shielding gas which does not react with the weld. The most commonly used shielding gas in TIG welding is argon. <p/> In TIG welding, the addition of material is not always necessary. The joint between two weldments can also be made by welding their edges. If material is added, it must be added manually. For this reason, TIG welding sources are built differently from MIG/MAG sources. <p/> The different TIG methods include DC, AC and pulsed TIG welding. <p/> MANUAL WELDING <p/> Welding processes <p/> Welding processes are divided into several phases according to the degree of automation, namely. <p/> Semi-automatic welding - a specific working step is carried out automatically. One such welding method is MIG/MAG welding, where the welding wire is fed through the torch by a feeding device. <p/> In mechanised welding, some manipulative work is also done by machine, with the welder controlling the welding process. <p/> In automatic welding, the welding hardware performs the entire process independently of the preset programme. <p/> Robotic welding represents a very advanced welding mechanisation and automation. In robotic welding, a control system controls the movement of the torch and the manipulation of the welder. The robot can be programmed for different welding applications, so we are talking about the highest possible level of automation of the welding process. <p/> Robotic welding is most commonly used for products where the surfaces to be joined are curved and where several small welds in different directions are required. The reason for the purchase is not necessarily for mass production of products. Modern technologies allow for the increasing production of smaller batches of products. Individual parts have also been successfully produced in robotic workshops.",Information/Explanation,train
739,"Liewood® <p/> Liewood® Baby Baloo Stripe Tuscany Rose/Creme de la Creme <p/> Do you agree that this is the cutest inflatable toy? The Baloo Inflatable Kids' Ring charms with its beautiful ice cream and retro patterns. The stable ring promises endless fun in the water and is a must-have accessory for unforgettable water adventures in the sea or pool. More product info <p/> Kids love summer fun in the water! The Liewood® Baloo Kids Ring is the perfect gift for the boy or girl who loves to splash around in the pool or in the sea during the warmest months of the year. The stable inflatable baby ring is suitable for toddlers and children. It is made of eco-friendly, BPA-free PVC. This practical and fun inflatable water toy is suitable for children from approx. 1 to 5 years of age. With a diameter of 45 cm and a height of 13 cm, this inflatable ring is an indispensable accessory for this year's seaside holiday. <p/> A water toy for endless fun <p/> Is summer your favourite of all the seasons? The warmest part of the year will be something special this year! Surprise your little treasure with a trendy inflatable ring in his favourite colours. Swimming with the ring is even more fun and allows you to spend your free time actively. Through safe and active play in the water, children develop their motor skills and enjoy recreation. The children's inflatable ring has a CE safety certificate. We recommend using the ring only in the presence and under the supervision of an adult.",Promotion,train
741,"BLACK COCKS - GOLD <p/> From 12.00€ <p/> We women love roomy handbags. But for easier organisation, we desperately need smaller, handy bags to store our sundries and personal accessories. <p/> So we have prepared 4 different sizes for you.",Other,train
743,"Can you guess how old the American celebrity is? <p/> Martin Sheen, Profimedia <p/> American actor Martin Sheen celebrates his birthday today. <p/> Actor Martin Sheen turns 80 today. The actor rose to fame as Willard in Francis Ford Coppola's Apocalypse Now and as the President of the United States in the acclaimed TV series The West Wing, and also starred in Croatian director Jakov Sedlar's film about the apparition of the Virgin Mary in Medjugorje. <p/> Life and work <p/> Martin Sheen was born Ramon Gerardo Antonio Estevez in 1940 to immigrant parents in Dayton, Ohio. He was the seventh of ten children. <p/> As a film actor, he came to prominence in The Subject Was Roses (1968) and Badlands (1973), and rose to fame in the 1979 film Apocalypse Now. He later starred in almost 70 films, including Wall Street (1987), Gandhi (1982), The American President (1995) and Catch Me If You Can (2002). <p/> In 1995, he portrayed Father Jozo Zovka in Sedlar's film about Medjugorje, which is about the beginnings of the apparitions of the Virgin Mary and the communist persecution of the main actors. The film won the Audience Award at the 42nd International Film Festival of the Czech Republic. The film was awarded the 42nd Audience Award at the Pula Film Festival in 1996. <p/> In 2011, he started writing his family memoirs with his son Emilio Estevez (1962). He and his son, also an actor, have acted together seven times. Among others, he appeared in Apocalypse Now, but the scene where Estevez plays the courier was cut from the final version of the film. They also starred in The Way (2010), which Estevez also directed.",Information/Explanation,train
744,"Added to project. Now we can create an A4 invoice and it is printed on A4. Later, we can print it on pos via Invoice Viewer, but it is already copy 1. <p/> This would come into play when we give someone an offer and later they pay in cash and we give them a pos printout. I suggest that somehow we add the option to print via pos printer, whether it be ""Create pos invoice"" or some other option for pos printout and cash payment. Cash payment is already possible if we do not choose another payment type (TRR or card), just a pos printout would be welcome. <p/> As already stated ""if we do not choose another payment type (TRR or card)"", the invoice is entered as cash and is confirmed by FURS. For A4 printout, the invoice prints ok. However, if we print the invoice later via the ""Invoice Viewer"" on the pos printer, it does not print CASH at the very end, but FOR PAYMENT. <p/> When the option for pos printout is added already in the base, I guess this will be reconciled? <p/> Sorry, I don't know how to do it right. If the due date is set to a later date, it will print FOR PAYMENT in the pos statement, but CASH in the A4 statement, and if the due date is the same date as the invoice it will print CASH in both cases. <p/> However, it might be a good idea, if the upgrade is to be made so that the offer can also be used for cash payment and the pos printout, to automatically set the due date for cash payment to the invoice date, or to always print CASH, because we don't print the due date on the cash invoice itself, and it shouldn't be on the A4 printout of the cash invoice, because if we have a due date set for a later date in the offer, the invoice automatically takes it into account, and then the due date is later on the A4 printout, but the cash payment is today, for example. It all works a bit illogically. Paid in cash, but we offer a due date?",Forum,train
746,"These foods rebuild your organs! <p/> The organs in the human body are constantly renewing themselves. But to help them do this even better, and to boost their function and health, you can help them with certain foods. <p/> Vegetables help to rebuild the internal organs. (Photo: FreeDigitalPhotos.net) <p/> The liver is an organ that regenerates every 150 days. Old cells are replaced by new ones so that the liver can continue to perform its function. The heart also regenerates, as many studies have shown. This happens about four times during a lifetime. The skin regenerates faster, every 28 days, bones take ten years, the intestines regenerate every few days, etc. We can also help our organs to do even better, to regenerate faster and to stay healthy, by eating more food. Foods such as blueberries, green tea, carnosine (found in pork, lamb and fish) are good for the nervous system. These foods help to regenerate stem cells. Other foods that also have a beneficial effect on organ regeneration, especially liver and stem cell regeneration, are turmeric, celery, parsley, artichokes, royal jelly, coffee, red wine, black grapes, green tea. Foods recommended for faster renewal of insulin-producing beta cells are: black cumin, curcumin, vitamin D - found in fish, eggs, cheese, red meat, avocado, melon, chard, brassicas. Vitamin C is recommended for hormone regeneration. For heart muscle regeneration, the following foods are recommended: red wine, oatmeal, pork, poultry, young cheese, wheat germ. Curcumin is recommended for cartilage repair and for faster recovery from spinal cord injuries, while nettle, fish oil and other foods high in vitamin E are recommended for repairing diseased joints.",Information/Explanation,train
748,"What about domains? <p/>We may hear a lot about domains when we talk about web hosting. In a nutshell, a domain is the name we choose for our website. Visitors will have to type this name into their browser to get to our website. The choice of domain is extremely important, as the name must not be too long or too short. It is recommended that we follow these guidelines: <p/> The name should be between 4 and 20 characters <p/> Before choosing a name, make sure that it can be pronounced easily <p/> Be careful not to buy a domain that has been abused in the past by a company or individual <p/> Make sure that the domain or domains we choose are not too similar to existing ones on the market <p/> Domains also come with different extensions or suffixes. These can be .si, .com, .org, .me, etc. Of all of them, the .com extension is still the most popular, but it has increasing competition. It is advisable to choose a suitable domain for your business. If we will be doing business mainly in our own country, then we need a domain extension that is local to our country, otherwise we can choose one of the other extensions.",Instruction,train
749,"Web hosting helps our business grow <p/> Nowadays it is almost essential to have a web presence. This presence is important because many people prefer to check our business on their smartphone or computer before they make a purchase. This is where a well-designed website and hosting can bring us a huge amount of new customers. <p/> The server or part of the server we rent will be running 24/7. This means that our company's information will always be available worldwide for all visitors. If our business scale increases and we need more power and bandwidth, we can upgrade to a more powerful package. The experts at www.domovanje.com can arrange this for us quickly, without unnecessary delays or complications. <p/> However, if we are not sure which hosting is right for us, we recommend that we ask the technicians about it, as they will be able to advise us best.",Promotion,train
750,"A1 Cellar Juniper - prices and promotions <p/> Check out this week's Cellar Juniper deals in A1 stores, with promotions running from -. Check out the latest A1 Cellar Juniper catalogues and offers here, and save your money. <p/> A1 <p/> A1 is Slovenia's second largest mobile operator, based in Ljubljana, Slovenia, and until 2017 was called Si.mobil. Founded in December 1997, the company became Slovenia's first private mobile operator in March 1999 and today has over 500 employees. <p/> In the ever-changing digital age, A1 Slovenija is always looking for the most modern solutions for its users. Through their services, they can connect work, play, share and create in a state-of-the-art and highly transparent way. <p/> Since 2002, the company has been working with European telecommunications giant Vodafone and is today the leading private provider of comprehensive communications services in the country, with more than 700,000 satisfied customers. A1 Slovenia is owned by A1 Telekom Austria Group, an international telecommunications company with an incredible 24 million customers in 8 countries and more than 17,000 employees. <p/> A1 has been a pioneer in mobile technology since its inception, and their main goal is to give their users the best possible experience at the best possible price. Their offer covers a wide range of services and devices: phones, internet, TV, devices, pensioner packages and more.",Promotion,train
752,"27.09.2006 I find the title question interesting. Sometimes it seems to me that most people do not even ask it, because we live in a more or less school-taught and almost taken-for-granted belief that we judge things, people, their actions and events on the basis of the facts and by using our own common sense. And, accordingly, many people would probably answer the question posed by the title by saying that it is the authority of the argument that applies to them, not the other way round. But is this true? And how about in law? Are we persuaded by arguments or by the authority of the person who presents them? <p/> With the New Age and the tradition of the Enlightenment, the belief in human reason (ratio) became firmly established in Western society. This was particularly due to the development of the natural sciences, which, with their (apparent) exactitude, in many respects inspired legal thinkers. In particular, the proponents of the rationalist view of natural law, according to which the fundamental principles of law are somehow axiomatically rooted in ordinary human reason, believed that from the (highest) principles of law (e.g. neminem laedere or pacta sunt servanda) the correct solution to any legal problem or question could be found by deductive reasoning. This almost ""mathematical"" conception of law also led to the belief that legal reasoning is done by demonstration, i.e. by illustrative and formal logical demonstration or proof. However, after the more modern natural sciences have disproved the belief that science can be purely exact, and after the relativistic world-view (which is also known from many earlier historical periods, e.g. from the time of ancient Greek sophism) has regained a large measure of its right of homeland in the social sciences and law, faith or trust in the method of legal demonstration has in many respects also been dispelled. In its place, especially in the second half of the last century, the idea of legal argumentation came to dominate the field of legal logic. Although the term 'demonstration' is still used in many places in law and more widely today, it is in fact increasingly used to mean persuasion. Since, as I have written in various places, everything is relative in space and time, so is (i.e. relative) all (legal) evidence. A fact is prima facie evidence of guilt for one person, but not for another. If nothing else, a fact can be shown in a completely different light than it was previously shown in a narrower context, simply by expanding the (temporal, spatial, mental, emotional, etc.) context in which it is observed. <p/> All this is particularly familiar to lawyers. What is pure and indisputable truth to one litigant is pure and indisputable falsehood to the other litigant, the facts being the same but the human interpretations of those facts (and indeed of the legal norms) being different. Of course, sometimes a so-called material fact can be completely indisputable in itself (e.g. the identification of an object, DNA or blood traces) and as such really proves something. But one can expand the context and say that in the process of identifying such a fact (e.g. identification of the murder weapon, the perpetrator or DNA) there was a mistake, or even conscious manipulation, lying, etc. Therefore, any evidence is only valid as such to the extent that it is convincing to those who judge it. Convincingness, however, is to a large extent related to our subjective perception and evaluation of the world around us. In law and in life in general, we are therefore constantly persuading ourselves. If we come across someone with similar values, education, etc. to our own, we will quickly click with them and the need for persuasion will diminish. In the opposite case, i.e. when we encounter a person with a completely different way of thinking and value worldview, even with the most obvious facts and evidence (in our opinion, of course), we will not be able to convince (much less ""prove"") that we are right about something. If you don't believe me, just start talking to people about politics. Put forward a few of your own claims that you think are based on demonstrable facts, preferably relating to denationalisation, redress, assessment of the current or previous government, etc. I think you will quickly come across someone whom you will not be able to convince of your ""facts"" or ""evidence"". <p/> Anyone who has managed to follow my train of thought up to this point (which of course is not necessarily the case) can now easily see that (as Kant might have said) facts are not only something we perceive, but above all something we (co-)create. It is therefore important to be as convincing as possible in relation to others and to ourselves in defining or evaluating facts, that is to say, to be able to argue our views and positions as well as we can. But now let us ask ourselves what I said in the title of this paper. Is it the authority of the argument or the argument from authority that is decisive for us? Are we more persuaded by a good, skilful, illustrative, comprehensible, etc. argument, or are we more persuaded by the authority of the personality of the person who is making the argument? <p/> The answer to the above question is, of course, by no means unambiguous, because the two are intertwined. But nevertheless, if we look a little deeper into the matter, we can quickly see that in life in general we trust the argument from authority to a markedly overwhelming degree. Just think about how many things in life we know enough about to be able to make reliable judgements about statements of fact that are explained to us by someone who knows better. Can we judge for ourselves the arguments put to us by a doctor, perhaps even a surgeon, a physicist, an architect, a builder, an electrician, this or that legal specialist, a historian, etc.? Is it not the case that we simply believe most of these people, trust them? And if we don't, then we find someone who does. And if someone we trusted disappoints us, we look again for someone else we can trust - a new dentist, mechanic, plumber, carpenter, lawyer, politician, etc. <p/> All this makes us realise the crucial importance of trusting people, not arguments. Since this is also extremely important for law, I will devote a future column to reflecting on the importance of trust in law, drawing on some of the thoughts presented here. For the moment, let me just say that anyone who thinks that they are guided to a greater extent by the authority of argument in judging things and people and their actions and behaviour is probably mistaken, because in reality we humans are predominantly following the authority of personality. In law, as in ethics, politics, religion and even science, we are in fact usually more persuaded by who than by what (although the two are in fact interdependent). If, for example, we are watching a controversial panel discussion on a topic on which we are more or less unfamiliar (or at least not sufficiently familiar with the relevant facts), then the persuasiveness of the persons presenting the arguments will play a decisive role in our decision as to which arguments are more persuasive. This persuasiveness is a certain emanation, a personal magnetism that people perceive according to their own (subjective) mental, energetic, emotional and other qualities. Of course, we should not overlook that this is a matter of sympathy, which means that we can only ever be represented in authority by someone who is close to us in what they do or represent, i.e. sympathetic in the true sense of the word.",Opinion/Argumentation,train
753,"Description: Intensive industrial agriculture, as the second largest polluter of the environment, is increasingly subject to public pressure for sustainable agricultural production. There are no indicators to assess the sustainability of the production system (PS) as a whole. The aim of this thesis was to design and evaluate a tool for sustainability assessment of arable (wheat, spelt and oil pumpkin) and vegetable (cabbage and beetroot) production in four CS (conventional - CON, integrated - INT, organic - ECO and biodynamic - BD), using data from a field experiment at FKBV in the 2008 season. The Sustainable Process Index ® (SPI) for agriculture calculates the environmental footprint in m2 of all direct and indirect inputs used during production. The analysis shows that the differences between the PS are large, and the partial results of the environmental footprint indicate where improvements are needed during the production process. The environmental footprint was highest in the KON (total 3,005,108.9 m2) and lowest in the control (642,906.2 m2), the reference PS, for all the crops observed. Wheat had the largest environmental footprint in the KON (792,646.8 m2) and oil pumpkin the smallest in the control (113,334.7 m2) PS. The calculated environmental performance index (environmental footprint per unit of yield - kg) confirmed the SPI trend in most cases. The SPI is a good and accessible tool to show the sustainability and shortcomings of the PAs for growers, the public and policy actors. Keywords: environmental footprint, cropping systems, crop production, vegetable production, Sustainable Process index ® - SPI Published: 20.10.2009; Views: 3479; Downloads: 416 Full text (431,56 KB)",Information/Explanation,train
755,"Central Asian-European species. It is widespread in southern and central Europe, from Portugal and France through Germany and Poland to central and southern Russia and European Turkey, and in Asia from Kazakhstan, Turkmenistan and Uzbekistan to Mongolia. For Slovenia, only old data from the mid-19th and early 20th centuries are known. In the vicinity of Slovenia it has been found at Občina (Opicina) and Prosseco near Trieste (Benasso, 1971). Stenotype. Planar and coline xerophilous species. It lives in dry fields, pastures, forest slopes, gravel pits, etc. Prefers to stay in burrows of various rodents (rabbit, hamster and polecat), rarely also on cattle and human excrements. Adults emerge from the second half of March to July, with a new generation hatching in August.",Information/Explanation,train
756,"Published: 01 Apr 2008 23:19 Message title: Adding photos <p/> If you want to enrich your contributions with photos and sketches, you can do so as follows.si - go to http://www.shrani.si/ - upload the image you want, it is desirable to scale it down to 800x600 (click on additional options) - copy/paste the code for the forum Here.",Instruction,train
760,"Nobo Piranha Mobile Magnetic Freestanding Whiteboard, 100 x 70 cm <p/> The Nobo Freestanding Whiteboard has a magnetic surface on which you can write with whiteboard markers. It has two pull-out arms with four magnets. The whiteboard is equipped with a sliding ruler, and a drawer for storing markers and magnets. It has a five-wheel chassis which makes it easier to move the whiteboard around the room. The whiteboard is height adjustable.",Information/Explanation,train
763,"In shopping centres, preferably with separate entrances and exits and with floor signage <p/> Ahead of Monday's opening of shopping centres and activities in them, the NICE has made recommendations for both retailers and shoppers. Measures to prevent the spread of the new coronavirus will make shopping in large centres a little different from what shoppers were used to before the crisis. Among other things, the NIJZ advises separate entrances and exits and floor signage. <p/> In addition to the standard and general recommendations that apply across the board, such as frequent hand washing and disinfection, cough hygiene, appropriate distances and the like, the National Institute of Public Health (NIJZ) has made additional detailed recommendations ahead of Monday's resumption of activity in shopping centres. These apply not only to shops but also to the many other service providers and activities (repairs, repair services, book and paper shops, watchmakers, jewellers, key-making, etc.) located in these centres. The NIJH recommends that the maximum number of customers in a room should be adapted to the size of the room, taking into account a sufficient personal distance of at least 1.5 metres. In the common corridors of the shopping centre, it is necessary to prevent large numbers of people from loitering, and it is therefore advisable to use floor markings and guide posts with tapes to indicate the direction of movement, so that people do not move in the opposite direction at the same time. Care will also need to be taken to ensure that the stalls and other services available in the common corridors are properly positioned. Where possible, shopping centres should also provide for entry and exit through separate entrances and exits. The implementation of these measures should be supervised by security guards or authorised employees of the shopping centres. Retailers should also ensure that employees and customers are able to wash and disinfect their hands in the business premises, including by means of appropriate disinfectant dispensers. In addition to posters and infographics, warnings should also be given in shopping centres through regular audio messages or digital displays. Common seating and rest areas such as benches, massage chairs and seating in corridors will not be used, nor will common children's play areas. The NIJH also reminded people to ensure effective ventilation, especially with windows wide open, and to avoid air circulation with mechanical ventilation. Shoppers will also need to follow the recommendations before entering and staying in shopping centres: only healthy individuals without signs of respiratory infection should enter, while the elderly and patients with chronic non-communicable diseases at higher risk are advised to take extra protection or consider visiting the shopping centre as a matter of urgency. Hand disinfection before entering and repeatedly while in the building will be mandatory, especially when shopping in different stores, using escalators or lifts (stairs are preferable). They also advise minimising touching of any surfaces and objects, including displays, and going contactless when making payments.",News,train
764,"Add to cart <p/> More details <p/> Wooden sled for genuine children's fun in the snow. The sledge is big enough for pairs of sledges. For the safety of the little ones, a child safety seat is also included in the set, which can be easily attached to the sled. <p/> The sledge also makes a very nice gift. We deliver the wooden sled and the chair without postage. <p/> This quality beech wood sledge (105cm long) is ideal for fun runs on white snow. Your child will sit safely and enjoy your company. <p/> The wooden sledge is suitable for two people, is sturdy and has a load capacity of over 160 kg. <p/> The sledge is a natural toy that will delight any child. <p/> Delivery: FREE SHIPPING - Orders placed from 13.30 hrs are dispatched the same working day =) For more information please call <p/> ON STORE - For more information please call 041 979 208 or email info@zdumar.si",Promotion,train
767,"What are the skin benefits of avocado oil and the best ways to use it? <p/> Avocado oil is best known for its culinary uses, but it can also make a significant contribution to skin care. Avocado oil is an excellent source of antioxidants, essential fatty acids, omega-3 fatty acids and vitamins A, D and E and minerals. But have you ever thought of using this delicious fruit to soothe and heal your skin? <p/> AVOCADO OIL: USES AND BENEFITS <p/> Absorbent oil has many benefits for your skin, you can apply it directly to your skin or mix it with your favourite beauty products. The antioxidants and anti-inflammatory agents in avocado oil help your skin stay smooth, strong and elastic. <p/> Vitamins A, C and E are the source of your health and well-being <p/> Oxidation is part of life, in fact it allows us to harness energy from food. The body uses free radicals to detoxify, and defend itself against harmful micro-organisms. However, problems arise when prolonged exposure to oxidising factors leads to an excessive amount of oxidative stress and a consequent decline in the body's defences. So remember that vitamins A, C and E are very important, along with other vitamins. <p/> The main nutrients that protect are: vitamins A, D, C, E, selenium, carotenes, coenzyme Q10, alpha-lipoic acid, glutathione and other phytonutrients in foods, spices and herbs.",Promotion,train
