,text,labels,split
383,"Most items have a quality letter described in the attributes themselves, which indicates the quality class itself. <p/> Quality classes are divided into:<p/> O - Original Equipment (OE) part, which is a piece of original equipment distributed through the manufacturer or authorised importer of the vehicle (no modification or fitment is required to install/install). <p/> Q - Original Equipment Part (OEM / OES), which is manufactured by an original equipment manufacturer for the vehicle production line (no modification or adaptation of the product itself is required for installation / fitting) <p/> PC - Replacement Part, which is of the same quality as the components used in the manufacture of the vehicle. These parts have additional quality certificates issued by the following institutions: Centro Zaragoza, Thatcham or TÜV Rheinland (no modification or adaptation of the product itself is required for installation/replacement) <p/> PJ - Replacement part of the same quality as the components used in the vehicle production line. This part is specifically recommended by the supplier (distributor). (No modification or adaptation of the product itself is required for installation/re-installation) <p/> P - Replacement part of the same quality as the components used in the production line. (Sometimes a small modification or adaptation of the product is required for installation/re-installation. <p/> ZJ - Aftermarket part of high quality. (Installation/re-installation requires modification or adaptation of the product itself) <p/> Z - Other aftermarket parts. (Installation/re-installation requires further modification or adaptation of the product itself)",Information/Explanation,train
384,"Already thinking about how to spend as little as possible on gifts this December? Here's an idea: give your loved ones books. During the week of the Book Fair, you can get them for as little as €2, €3 or €5. <p/> The special offer of books includes picture books for the little ones, educational books for the older ones as well as manuals and novels such as The Intimate Diary of a London Prostitute. In the diary, we follow the intimate adventures of the protagonist in the beds of a wide variety of clients. She describes the ups and downs of an exciting life of dating, waxing, make-up, shopping for erotic lingerie and keeping fit at the gym, not to mention meeting many exes. <p/> For younger readers, you can give the picture book We Are All Born Free, published by Didakta on the occasion of the 60th anniversary of the Universal Declaration of Human Rights, which won the Golden Pear Award for the best book at the ICLJ's Centre for Young People's Literature. The picture book contains a simplified version of the Declaration - the thirty rules that apply to everyone in the world. This is perhaps the most important book that every child should read and, of course, all adults.",Promotion,train
386,"INTRODUCTION <p/> Syndicated loans are intended for larger companies that need long-term or short-term credit to finance large-scale investment projects. The company's needs are sometimes too great for the available capital of a single bank and can only be met by a group of two or more banks joining together to form a syndicate or consortium of banks. <p/> The individual participating banks agree among themselves on the amount of the participation and one of them acts as an organiser or agent, acting as an intermediary between the banks participating in the syndicate and the customer. The credit terms shall be the same for all participating banks, irrespective of the amount contributed by each bank. <p/> In cooperation with other domestic or foreign banks, Banka Celje facilitates the organisation of a syndicate of banks or responds to a call for participation and joins the syndicate of banks as a participating bank, which enables the client to obtain credit in an amount that the individual bank would not be able to provide on its own. <p/> ADVANTAGES <p/> Ability to obtain a higher amount of credit by concluding a single credit agreement with all banks,",Information/Explanation,train
388,"Last night I was ashamed of having voted for who I did. Lidija Hren interviewed Pahor. And made him laugh. No, actually he made fun of himself. It's been a long time since such a wimp and a narcissist. Why does this Mrs Hren always know more than her guests? And not just seemingly more, actually. She has all the figures in her head that Pahor does not even know exist, and she knows all the proposals that have been put to him, but he is just spouting empty straw. When he was filmed up close, you could see his hands shaking. Of course, it is those who are not up to something who are afraid. And this virtuous Pahor of ours was not even up to a TV interview on how to run a country. I dare not imagine. <p/>I have always gone to elections because I am a very principled person. I have always said that if you do not go to vote, then you must never even write if you do not like something in the country. It seemed to me that elections should be compulsory, like in Australia. Because we are all adults and we share responsibility for the state of the country. We are co-creators. Gosh, I was wrong. <I don't know if I will ever go to the polls again. Almost all the political options have been in power now. Some are more enigmatic than others. This political scene of ours stinks. I am ashamed to live in a country where I have no one to vote for, no one to trust. Where everyone is incompetent.",Opinion/Argumentation,train
389,"The Bachelor's degree programme in Social Gerontology will not be offered in the academic year 2014/15. However, we have announced a higher education (vs) programme in Social Gerontology. You are cordially invited to apply for the eHealth Programme. ENROLLMENT PLACES <p/> Full-time <p/> Part-time <p/> Social Gerontology - University Programme <p/> 60 <p/> - Maribor <p/> - <p/> 60 <p/> - Murska Sobota <p/> - <p/> 60 <p/> - <p/> - <p/> INFORMATION PLACES <p/> Maribor - AMEU-ECM, Gosposka 1, 2000 Maribor, <p/> Murska Sobota - AMEU-ECM, Lendavska 9, 9000 Murska Sobota <p/> Ljubljana - AMEU-ECM, Kardeljeva ploščad 1, 1000 Ljubljana, <p/> DURATION OF STUDY The study period is three years and comprises 180 ECTS credits. <p/> PROFESSIONAL TITLE <p/> Graduates receive the professional title of Bachelor of Social Gerontology (UN). <p/> ENROLLMENT REQUIREMENTS The following persons may enrol in the Bachelor's degree programme in Social Gerontology: <p/> a) who has passed the General Baccalaureate, <p/> b) who has passed the Vocational Baccalaureate in any secondary school programme and an examination in one of the baccalaureate subjects in the social sciences.The chosen subject must not be a subject which the candidate has already passed in the Vocational Baccalaureate, <p/> EXTRAORDINARY STUDY Extraordinary study is carried out according to the study calendar determined by the Faculty Senate. <p/> As a rule, part-time study is conducted by holding lectures in the afternoon on weekdays and in the morning on Saturdays. Elective courses may also be offered during the week, within the limits of staff and space. Part-time courses will be offered if at least 10 students are registered. The part-time study shall be carried out to the following extent of the full-time study: 1/3 lectures and seminars and 75% tutorials. <p/> Continuation of studies according to the criteria for transitions - first cycle programme <p/> ENROLLMENT IN THE SECOND YEAR <p/> Enrolment conditions <p/> Graduates of higher education institutions of social sciences, social sciences, humanities and health sciences may enrol in the second year. All applicants must pass differential examinations in the 2nd year, which are determined by the Study Committee of the Senate of the European Centre Maribor. <p/> Enrolment places <p/> Full-time <p/> Part-time <p/> Social Gerontology UN (2nd year) - first cycle programme <p/> ENTRY INTO THE 3rd YEAR <p/> Enrolment conditions <p/> Graduates of other social sciences or health higher education or university programmes may enrol in the 3rd year, provided that they meet the conditions set out in the Criteria for Transfers between Study Programmes. <p/> Graduates of professional higher education programmes who enrolled without the general baccalaureate may enrol in the 3rd year of a university programme if they have completed their higher education studies with an average grade 8. <p/> Enrolment places <p/> Full-time <p/> Part-time <p/> Social Gerontology UN (3rd year) - first cycle programme <p/> 30 <p/> PRACTICAL TRAINING OF STUDENTS Students of Social Gerontology also gain experience in working with older people in a practical way. The pictures below show some of the highlights from their practice, which took place on 18 and 19 May 2012 in the Home for the Elderly Šmarje pri Jelšah and the Home for the Elderly Lendava.",Information/Explanation,train
390,"An applicant for a review of a public tender does not, under the Act on the Review of Public Procurement Procedures, per se acquire the status of a party to an administrative dispute in which the administrative decision awarding the concession is challenged, which concludes a tendering procedure in which he did not participate. <p/> Operative part of the judgment <p/> The appeal is dismissed and the decision of the Administrative Court of the Republic of Slovenia in Ljubljana, No U 2088/2001-9 of 30 January 2002 is confirmed. <p/> Reasoning <p/> By the contested order, the Court of First Instance dismissed the action against the defendant's decision of 22.11.2001 under point 1 of the operative part of the order and dismissed the application for interim measures of 23.11.2001 under point 2 of the operative part of the order.By that decision granting a concession for the use of the radio spectrum for the provision of UMTS/IMT-2000 services, it was decided to grant the concession to M. d.d. for a period of 15 years, with the possibility of renewal, V., L. It was also decided that the concession shall include the right to use the frequency bands, to install the relevant public telecommunications network, to interconnect the network and that the concessionaire shall be obliged to ensure the operation of its network in accordance with the Regulation on the granting of concessions, with other regulations and with the concession contract, to pay a one-off non-refundable concession fee of 22 billion Slovenian tolls and to pay an annual fee for the use of the allocated part of the radio spectrum. The defendant published a public tender for the award of up to three concessions for the use of the radio spectrum for the provision of UMTS/IMT-2000 services on the territory of the Republic of Slovenia in the frequency bands 1900 MHz-1980 MHz, 2010 MHz-2025 MHz and 2110 MHz-2170 MHz in the Official Gazette of the Republic of Slovenia No 19/01 of 16.3.2001. The first call for tenders was unsuccessful because only one tender was received, and a new call for tenders for the award of the concession was published in the Official Gazette of the Republic of Slovenia No 46/01 of 8.6.2001. At the time of the opening of the tenders, the expert committee noted that five potential tenderers had submitted tender documents on the basis of the call for tenders, and that two tenders had been received within the time limit for submission of the tenders within the time limit for submission of tenders. One bid did not contain all the elements required in the tender documents and was therefore not considered. On 3.9.2001, the applicant submitted a request for review of the concession award procedure to the National Audit Office. By decision of 8.11.2001, the latter rejected the request for review. The concession award procedure, which had been suspended as a result of the submitted review, was continued. The expert committee, which drew up its report of 19.11.2001, found that the tender submitted by M.d.d. met the conditions of the tender documents. In the grounds of the judgment under appeal, the Court of First Instance stated in paragraph 1 of the operative part of the judgment that it had taken its decision to reject the application on the basis of the preliminary examination of the application under Article 34(1)(4) of the Administrative Disputes Act (CLA). A claimant in an administrative dispute can only be a person who has the status of an active party in the administrative proceedings, a person who has the status of a passive party and a person who has participated in the administrative proceedings as an intervener in order to protect his rights or legal interests. In the procedure for the award of the concession, in addition to the successful concessionaire, parties to the procedure may be those tenderers whose bids were not accepted. The tenders for the concession were submitted by M.d.d. and D.d.o.o. within the tendering period, but the applicant did not participate in the tender. In an administrative dispute challenging a decision taken in an administrative procedure in which the applicant was neither a party nor an intervener, the applicant does not have standing, since the contested decision clearly did not infringe its rights or direct interests based on the law. The applicant has not established the right or the legal interest to assert the claim alleged in the application and its active standing, which is a procedural prerequisite for bringing an administrative action, is not established. The applicant's request for a review of the procedure for the award of the concession for the use of the radio spectrum for the provision of UMTS/IMT-2000 services was rejected by decision of the State Audit Commission of 8.11.2001. Article 23(2) of the Act on the Review of Public Procurement Procedures (Official Gazette of the Republic of Slovenia, No 78/99 and No 90/99) provides that there is no ordinary or extraordinary remedy against the decisions of the State Audit Board, but that an action may be brought before a competent court to seek damages from the contracting authority. Objections relating to the award procedure which have already been decided by the National Audit Office do not constitute legally relevant objections in the review procedure of the concession award decision. In the explanatory memorandum to 2. point 2 of the operative part of the judgment, the Court of First Instance stated that the applicant had not established that the decision challenged in the action infringed its rights or its direct interests based on the law, which is a procedural prerequisite for a decision on an application for an interim injunction under Article 69 of the Civil Procedure Code. This follows from the reasons set out in recital 1 of the operative part of the judgment, since the applicant has failed to establish its standing to bring the action. The Court of First Instance therefore dismissed the application for interim measures pursuant to Article 69(2) of the Civil Code. <p/> The applicant appeals on all three grounds set out in Article 72 of the Civil Procedure Code. The appellant claims that the Court of Appeal should set aside both points of the contested order and refer the case back to the Court of First Instance for a fresh decision. The applicant claims that it has standing to bring the action and the application for interim measures in the present proceedings. The Court of First Instance bases its position solely on the fact that the applicant did not submit a tender in response to the invitation to tender and thus did not participate directly as an active party or as a passive party or intervener. Such reasoning effectively limits the potential claimants in an administrative dispute exclusively to direct and formal parties to the procedure prior to the adoption of the administrative act, for which there is no legal basis in Article 18 of the CPL. The circle of potential claimants in an administrative dispute is much wider under that provision. Anyone who believes that an administrative act infringes a right or a direct benefit of his or her based on the law may be a claimant. The theory also recognises the active standing of a party who has not even formally participated in the administrative procedure, provided that he can, of course, establish or prove his legal interest. In a tendering procedure, the legal status of intervener within the meaning of Article 43 of the General Administrative Procedure Act cannot exist. It was only possible to participate in the tendering procedure as a tenderer or as an applicant for review under the Act on Review of Public Procurement Procedures. In the review procedure, the applicant was granted the status of a party and active standing. It is reasonable to assume that, taking into account the specificities of the tender procedure, the applicant was indeed a party to the tender procedure as an applicant for review and was granted such status by the defendant and the National Audit Office. It therefore considers that it had already demonstrated its legal interest in participating in the tendering procedure in the procedure preceding the defendant's decision by submitting a request for review, since it did not submit a tender on the ground that the tendering procedure was unlawful. It can therefore legitimately claim that the contested decision of the defendant, as an administrative act adopted in the context of a tendering procedure, infringes its rights and directly benefits. In fact, as a result of the illegality of the invitation to tender, the applicant lost the possibility of obtaining the concession which was the subject of the invitation to tender and which was finally awarded to M. by the contested administrative decision, as an act adopted in a procedure which the applicant claims to have been unlawful. It is untenable to hold that it has active standing to bring an application for review in the same proceedings in which, following the conclusion of those proceedings and the adoption of the administrative act, it does not have active standing to bring the action. Apart from the finding that the applicant did not submit its bid in the tendering procedure and the erroneous assertion that it did not assert or protect its rights in the concession award procedure, that is to say, in the tendering procedure, the Court of First Instance does not give any other substantive reasoning in the contested order. It did not serve the application and the application for interim measures on the defendant for a response. Nor did it hold the main hearing which had been requested in order to further substantiate the allegations by examining witnesses. It did not even state reasons for its decision, since it did not state the reasons on the decisive facts, which constitutes an absolute fundamental infringement of the procedural provisions within the meaning of Article 72(3) of the Civil Procedure Code. By failing to hold a main hearing, the Court of First Instance substantially infringed the procedural provisions within the meaning of Article 72(4) of the Civil Procedure Code. In addition, it erred and failed to fully establish the factual situation as regards the applicant's legal status and activities in the tendering procedure itself and its rights and direct benefits, and, as a consequence, it erred in substantive law in holding that the applicant did not have active legal standing to bring the action in the present proceedings. The applicant also has standing to bring an application for interim measures and, in accordance with the provisions of the CPL, fully maintains its application for interim measures in the present case. <p/> In its response to the appeal, the defendant submits that the applicant cannot be a party to these proceedings as it lacks standing. The applicant did not submit a bid for the concession either in the first or in the re-tender. The fact that the applicant has already provided mobile telecommunications services does not automatically confer a legal interest in bringing the present action. Since it did not participate in the concession award procedure by submitting any tender, the concession award decision did not decide on its rights. The administrative measure therefore does not affect her rights or a legitimate interest. The possibility of exercising the right to obtain the concession ended with the expiry of the time-limit for submitting a complete tender for the invitation to tender. The fact that the applicant has been granted a legal interest in the review procedure before the National Audit Office does not automatically confer a legal interest in the administrative proceedings. In the proceedings before the National Audit Commission, the status of a party is determined by Article 9 of the Law on the review of public procurement procedures, whereas in the proceedings before the Administrative Court, it is determined by Article 18 of the CPL. Each law defines the active legal capacity of the parties in a different way. The Law on the Review of Public Procurement Procedures provides for a wider range of beneficiaries who may initiate a review procedure on the ground that an independent body is reviewing the legality of the public tender itself. Given that the party has been granted the status of party to the proceedings there, the competent authority has already assessed the legality of the call for tenders and rejected the request for review. The defendant submits, first of all, that the whole tendering procedure is unlawful and that it was therefore not possible for it to participate in the procedure. In the proceedings before the Administrative Court, however, the circle of persons with standing is narrower. It is for the competent court to determine whether the appellant's request to intervene is justified. Such a procedure prevents the chicanery of intervention by those who cannot show any prejudice and who would only make the proceedings more difficult for an active or passive party. The appellant therefore requests the Court of Appeal to dismiss the appeal as unfounded. <p/> The appeal is not well founded. <p/> In the Court of Appeal's view, the Court of First Instance was correct to dismiss the applicant's action on the basis of paragraph 34(1)(4) of Article 34(1) of the EC Treaty. <p/> of Article 34 of the CPL. The applicant's plea that it has active standing to bring an action in an administrative dispute is unfounded, since it relies on its indirect participation in the tendering procedure by virtue of the fact that it was the applicant in an application for review of a procurement procedure to which it was granted the status of a party. According to Article 18(1) of the CPL, a claimant may be an individual, a legal person, an organisation, a locality, a group of persons and others who consider that a right or a direct benefit of theirs based on a law has been infringed by an administrative act. However, according to the provision of Article 9 of the Act on the Review of Public Procurement Procedures (Official Gazette of the RS, No 78/99), a request for review may be lodged by any person who has or had an interest in the award of a contract and who has suffered or may suffer damage as a result of the conduct of the contracting authority, which is alleged in the request for review as a misconduct of the contracting authority in the procedure for awarding the public contract. The Law on the Review of Public Procurement Procedures is a specific regulation governing the legal protection of tenderers in public procurement procedures, which is implemented by reviewing the public procurement procedures defined in the Public Procurement Law, the bodies competent for the protection of the rights of tenderers and the procedure governing the work of the bodies under this Law. However, there is no ordinary or extraordinary legal remedy against a decision of the State Audit Board, only an action before a competent court of law to seek damages from the contracting authority. Given the purpose and object of this law, the active standing in a review procedure is substantively different from that in an administrative dispute. Any person who has or had an interest in the award of a contract and any person who has suffered or may suffer damage as a result of the conduct of the contracting authority may bring an action for review. For this reason, a party to a review of public procurement procedures does not per se acquire the status of a party to administrative litigation proceedings when the decision to award a concession is challenged. The decision to award a concession puts an end to the tendering procedure, and an action against such a decision may only be brought by persons fulfilling the conditions laid down in Article 18(1) of the CPL. In the present case, the request for review of the concession award procedure was examined by the National Audit Commission and the specific request of the defendant was rejected. The subject-matter of the administrative dispute cannot therefore be a repetition of the identical claim, which is in fact the applicant's claim. In an administrative procedure, the applicant could only assert a right or a direct benefit based on a right which would be infringed by the decision to grant the concession. The grant of the concession is not a right of the defendant. The defendant's only right in a tendering procedure for the award of a concession is to submit its tender to the contracting authority within the time-limit, on the same terms as the other participants. Neither the Telecommunications Act nor the Regulation on the granting of concessions for the use of the radio spectrum for the provision of UMTS/IMT-2000 services gives rise to a direct benefit to the applicant based on the Act. It is apparent from the appellant's submissions that the defendant is only claiming an interest in fact in obtaining the concession, and is not demonstrating a legal interest by challenging the concession decision. In the present case, since there is neither a right nor a direct interest of the defendant based on the law which is infringed by the contested administrative measure, the Court of Appeal considers that the Court of First Instance was correct in its decision that the applicant had not established its active standing in the present administrative proceedings. <p/> The Court of First Instance dismissed the action at the preliminary examination stage on the basis of Article 34(1)(4) of the CPL. At that stage of the proceedings, the Court of First Instance ruled exclusively on the applicant's standing, and therefore did not infringe the provision on the main hearing procedure (Article 72(4) of the Civil Procedure Code), since it did not rule on the substance or examine the substance of the contested measure. Nor did it serve copies of the application for interim measures and the application for interim measures with annexes on the defendant at that stage of the proceedings. It does so only after it has not dismissed the action under Article 34 of the Civil Procedure Code or annulled the contested measure under Article 35(1) of the Civil Procedure Code or declared it void under Article 35(2) of the Civil Procedure Code. The Court of First Instance also did not infringe the provision on the procedure in an administrative dispute (Article 72(3) of the CPL), since it based and explained its decision on the distinction between tendering, review and public procurement procedures and an administrative dispute (pages 3 and 4 of the judgment). <p/> The pleas in law alleging erroneous and incomplete findings of fact and incorrect application of the substantive law, however, relate only to the applicant's active standing. <The appellant's plea in law alleging that the application for interim measures was dismissed is also unfounded. The applicant does not have standing to bring an application for interim measures if it does not have standing to bring an action in administrative proceedings and, moreover, does not state on what grounds that that part of the order is unlawful. <p/> The Court of Appeal held that the grounds on which the applicant challenges the order of the Court of First Instance are not established. Nor are the grounds on which the Court of First Instance is required to act of its own motion. It therefore dismissed the appeal as unfounded on the basis of Article 73 in conjunction with Article 68 of the CLA and upheld the order of the Court of First Instance.",Legal/Regulation,train
394,"Best Youth Project 2011 <p/> For the third year running, the ZaVednoMLADI project has been running a competition to select the best youth project of the year. The Best Youth Project 2011 competition is open until Tuesday 24 April 2012 to all youth projects that have made a significant contribution to young people in the previous year in the areas of social, civic and cultural competences of young people. <p/> This year, the ""Best Project"" competition is also taking place to select the best youth projects, with the aim of promoting the positive effects of youth work and youth programmes that enable or encourage the active participation of young people in society. The Best Project competition, coordinated by MOBIN (European Youth Card Programme - Ej! KArtica) in cooperation with the Slovenian Youth Council and ŠKUC, is part of the ZaVednoMLADI project. Last year, the three best projects of 2010 were selected from among the entries. "" and "" 6 minutes for 1 movement "". Terms and conditions, application forms and other information can be found on the website www.zavednomladi.si",News/Reporting,train
397,"Dot G: The Little Prince <p/> 07.11.2007 <p/> If I had chosen only on looks, I would never have got the best dick of my life. <p/> Yeah, when you're young, frumpy and stupid, you crave superlatives. The point is plain to the eye, you tell yourself. That's why you don't look guys in the eye, you look at the bulge above their balls, you shave the longest ones in your wet dreams, you suck on the fattest ones, and your pussy always has that empty feeling that it's missing a massive chunk of meat. One giant fella. She can never have enough love. <p/> Until you catch yourself on a tiny hook. On an unpromising techie who sticks in your mouth like some phallic superhero. Who can triple, triple, quadruple, quadruple himself to plough me like some John Deree (yep, tractor) and leave me sore with pleasure, drunk with power. In the arms of a random lover with a purpose. To teach me how the small things grow big, and the big things don't necessarily grow bigger, but sometimes barely. <p/> Oh, this empire of flesh! The horizons that open up when you see one great potential in all that is between their legs. In the short, fat one, placed between the two pouches like a half-smoked, badly rolled cigar. In the bald eagle of scarlet robes that keeps pulling him from the centre to somewhere to the left. In a thin isolation in the middle of naked nakedness. They are mighty prospects and poisons in little bottles and they are cute cripples who don't need crutches to walk. Just me, hot and willing. <p/> So now I look them in the eye and blindly take what's under my belt. Without prejudice. Whoever wants to see must know when to open their eyes.",Opinion/Argumentation,train
398,"A European seminar entitled ""Articulating the North Adriatic multi-port Gateway"" took place in Venice at the end of last week. <Representatives of the three Italian ports (Trieste, Bentke and Ravenna) and the Port of Koper signed agreements on cooperation and the creation of a joint multimodal promotion centre. <The initiative for a common European ""gateway"" in the northern Adriatic is also supported by the EU, representatives of European institutions and associations told the consultation. It is also supported by the Italian and our Transport Ministries and Italian and our freight forwarders are also interested. <p/> The four-part agreement was signed on behalf of the Port of Koper by Marjan Babič, Member of the Port of Koper Management Board. It is foreseen that some other ports in northern Italy will later join the agreement, and that the Port of Rijeka may also join once Croatia joins the EU.",News/Reporting,train
400,"Fairy tales and stories <p/> ABOUT Fairy tales and songs <p/> Children, do you like fairy tales and songs? I love them so much! It's cold outside and I'm writing these animal stories for you. My thoughts rush back to my childhood in the Slovenian Highlands. I see our family - the Ježe family, we were told - gathered in a vineyard around a kerosene lamp. Mica is reading stories, my father is mending shoes, the rest of us are shelling pumpkins for oil, sifting buckwheat for kasha sausages, shredding corn off the cob for corn fritters or sifting beans. Some women spin. <p/> No, I can't say that the somewhat pale light of the kerosene lamp made my childhood any sadder, on the contrary, it was quite joyful, full of curiosity, longing and duty.... <p/> In the dim glow of the kerosene lamp, the shadows in the corners and haylofts were full of fears, especially when our neighbour Ferdinand - the eternal young man - told us about the enchanted queens in the enchanted castle, about the dragon who had come for the castle's daughter, about the serpent in the spring, about the witches, the devil, the goblins, and about death. Fairy tales about the nuns and the judges must have been told to each other by the ancient Slavs. And Ferdinand had to tell us the happy one about the ""ass-gold"" several times. <p/> It was cold outside. Snow covered the hill and down the hill, and smoke from the chimneys of the dwarf wood-houses was drawn straight up into the sky, across which the mysterious moon passed from time to time. But it was warm behind the frosted shutters. A fire crackled in the stove or in the cooker. Somewhere in the distance, on another hill, dogs barked and howled at the pale moon... <p/> At that time, when I was young, nature was still clean. There was laughter and weeping, songs and quarrels, and then again visits, feasts, baptisms, funerals and carols. <p/> Today, all that is very different. After the first, a second war, four years of suffering and misery each time. Between the wars, life changes. The Partisans liberated our homeland, we erected memorials to our dead heroes. We began to live a new life, as our greatest hero, Tito, had envisioned in his early youth. <p/> Today, instead of a kerosene lamp in the middle of a pile of beans on the table, a light bulb from the ceiling glows. Electricity lights, heats, drives machines and cooks. Today, it is not Ferdinand telling the neighbour's fairy tales. We sit in front of the television and see and hear what is happening in our homeland and far beyond. We talk long distances and call acquaintances by pressing the electric bell... <p/> We could hardly have dreamt of all this in our youth. But nature was cleaner, wider and quieter. Perhaps at carnivals or at feasts, village musicians would swish. And on occasions, the song came straight from the throat, not from the radio or from gramophone records. It came from the heart, our beautiful Slovenian song. <p/> The past turned into memories. I can still see my mother looking after me when I go out into the world, to art, to Golden Prague. After many years, I have returned to my Slovenian hills, among you, to tell you some animal tales, sing a song, make a clay sculpture and paint a picture. You see, I can do it all! <p/> Written on the leg after New Year 1974",Opinion/Argumentation,train
