,text,labels,split
803,"This talk was made possible with the support of the Slovenian Book Days festival. Damir will close the festival with Esad Babačić with the event ""It's never time for Frankfurt"". It will take place on 22 April at 21:00 in the Ground Floor. ""They will come to their first joint performance without instruments, armed only with a microphone and words, which they are keeping to themselves for now, because no one knows exactly where the interplay of two charismatic poets will take us.""",Other,train
805,"Covid 19 Box <p/> A great protective solution for you and your employees or customers. <p/> Offers excellent protection for your employees or customers. Technical and aesthetic quality protection even for demanding installations. Contact us below for a quote. <p/> Possibility of personalisation or branding according to your wishes. (logos, other motifs, etc.) <p/> Send us an enquiry with your requirements. <p/> Your e-mail (required) <p/> Šipca Glassworks",Promotion of a Product,train
809,"Student projects <p/> Computation with heterogeneous systems (oneAPI) <p/> The need for intensive computation and processing of large amounts of data has led to the invention of a number of innovative hardware acceleration solutions, but as their use has become increasingly complex for end-users (e.g. researchers), some new solutions have been proposed in the last year ... Read More <p/> 2D droplet model of soft colloids <p/> Soft colloidal particles such as dendrimers, star polymers and various micelles form layered quasicrystals in addition to the typical leaky crystal stacks. The stability of these phases could be explained by a 2D model, where these particles are described as droplets that facet when squeezed. ... Read More <p/> Hyperuniformity on a circle <p/> Hyperuniformity on a circle Hyperuniformity describes states of matter that, despite local disorder, can show signs of order on larger spatial scales. Important examples of hyperuniform states of matter include quasicrystals, stuck random packings of particles and fermionic point processes. The concept of hyperuniformity has been ... Read More <p/> Effect of mutations on the folding and secondary structure of RNA genomes <p/> Effect of mutations on the folding and secondary structure of RNA genomes RNA plays an important role in many biological processes, and in some simple organisms, such as RNA viruses, carries the entire genetic information. As a consequence, mutations in RNA viruses are limited because ... Read More <p/> Master's and Seminar Topics <p/> List of Master's and Seminar Topics available from our Division colleagues <p/> The High Energy Physics Group offers topics for Master's theses or seminars. Please contact the tutors offering the topics below for details. Jernej Fesel Kamenik Searching for New Physics Signals in High-Energy Particle Colliders and in Rare Tight Hadron Decays, Application of ... Read More <p/> In the solids group we offer topics for MSc theses. Topics: topological insulators (Rejec, Žitko, Ramšak, Mravlje) influence of disorder and multiparticle localization (Vidmar, Bonča, Lenarčič) dynamical mean field theory (Žitko, Mravlje) study of transport properties in correlated matter (Žitko, Mravlje, Vidmar, ... Read More",List of Summaries/Excerpts,train
810,"You are cordially invited to the celebration of World Cerebral Palsy Day at the Main Square in Maribor, on Saturday, 6 October 2018, from 10 am to 12 noon.",Invitation,train
811,"Handball courts to come alive today <p/> The national championship in men's handball will start today. Last season, the national championship title was won by the players of Gorenje from Velenje, while in the new season, the paper favourites are the handball players of Celje Pivovarna Laško, who have so far won 17 times in the elite domestic league competition. The Velenje team has won three times, while the Koprčany and Prulčany teams have won once each. <Twelve clubs will compete in the 1st NLB Leasing League in the 2013/14 season. <Celje and Velenje are the main contenders for the final triumph, Maribor will be pressing from behind, while the others will have to fight from 4th to 12th place. Slovan is a new member of the top team, while Herz Šmartno has given up its place in the strongest league competition and Sevnica and Krško remain in the elite league due to the fate of the Koper team. <p/> The competition system in the national championship remains unchanged: after the first round, which will end on 22 February next year, two groups will be formed, from 1st to 6th and from 7th to 12th place, with all teams carrying over to the playoffs the points they won in the first round of the national championship. The play-offs will take place between 15 March and 24 May next year. The penultimate and the last-placed team will be eliminated from the elite group. <p/> The first round pairings are - today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today: today.",Opinionated News,train
812,"As in previous years, the Association took part in the Disabled Mobility Day, which took place mainly at the Square of Freedom, around the popular KODJAK. <p/> One part of the event took place on a city bus, with a demonstration to Marprom officials of the difficulties faced by people in wheelchairs when driving. <p/> This year we had a stand from the Care and Work Centre with products made there. Helena was the seller this time, and at 11:00 we were joined by some of the users from VDC Sonček Pobrežje. <p/> A special demonstration was given by father Branko Berlič with his son Jan. A special bicycle was demonstrated - a tandem bicycle made by Hase (more in the photo gallery). <p/> The programme was expertly moderated by Zdenka Križanič, who, along with Branko, also had something to say to Jan on the microphone about his experience with the bike.",News/Reporting,train
813,"Ultimate survival <p/> A year has passed and I'm back to the Bear Grylls-style challenge if I can ""survive"" for a week with just my bank card :). <p/> p.s.: where do you think is the most unusual place to pay with a card? 🙂 p.s. 2: I'll take the most original tip/tip to dinner at Cubota 🙂",Opinion/Argumentation,train
814,"Related posts <p/> Keeping a personal finance and expense book <p/> Last Saturday, at the invitation of Mastercard, I attended a workshop called Financ fest in... ahem... Ravne na Koroškem, far away :). At the workshop, the so called ambassadors... Continue reading... <p/> It's a good thing they accept cards <p/> ... continuation of previous post. The week is over, or actually I started the challenge 10 days ago, only the entries are coming a bit later due to many commitments. :) Something big... Continue reading... <p/> A week of paying only with my bank card <p/> Last week I set myself a slightly unusual task, namely to try to pay only with my Maestro debit card, cash or ATM withdrawal... Continue reading...",List of Summaries/Excerpts,train
816,"You are here <p/> Home "" Mayor receives Honorary Consul of Slovenia in Japan <p/> Thursday, 14 May 2015 <p/> Mayor Jevšek received Honorary Consul of the Republic of Slovenia in Japan, Yukia Mori, in his office today, who congratulated the Mayor on his election and wished him every success in the management of the municipality. <p/> The Mayor told his guest that he had made the economic development of the municipality a priority and was investing a lot of effort in attracting potential investors to create new jobs in our region. The Honorary Consul expressed his willingness to establish contacts with various Japanese companies. He said that cooperation efforts were also being made through Slovenian economic diplomacy. <p/> Honorary Consul Mori is a great admirer of Prekmurje and Murska Sobota, as he even has an apartment in Murska Sobota, where he occasionally stays. He has already helped some Pomurje businessmen to break into the Japanese market with his connections, especially by exporting wine.",News/Reporting,train
819,"Audi has finally unveiled a new sales weapon that will continue to provide them with a wide range of customers. The A3 Sportback is built on the familiar MQB platform, but unlike the Golf, it offers a lot more design boldness. <p/> Last year in Frankfurt, the Concept 4 previewed the 4 Series, while the Concept i4 previewed the - i4. Both share a giant pair of kidneys. <p/> Skoda recently showed an image of the new fourth-generation Octavia, badged RS (estate and saloon), which puts plug-in hybrid power in the front row. But a conventional petrol and diesel engine are also coming soon. <p/> The Mercedes E-Class has undergone an interim change ahead of the new generation that will follow in a few years' time. The refresh now gives it a new face and some plug-in hybrid drive. <p/> Alfa Romeo has a new Giulia GTA, and Alfas have two new sisters that are a bit sportier and more wound up. <p/> The Renault Morphoz would be another of the usual futuristic concepts if it didn't have one special feature - it can change shape. <p/> Renault's D-segment saloon has minimal design changes, but that's why there's so much more new on the technical front. <p/> Ahead of the Geneva show, VW has finally unveiled the three hot variants that will be driving the eighth-generation Golf's sales figures. These are the continuation of the stories of the petrol GTI, the diesel-powered GTD and the hybrid GTE model. <p/> The increasingly European Korean i30 has been given a fresh face and some new technical upgrades after a few years. We expect the first examples in Slovenia before the summer. <p/> The Germans are bringing a new member of the fastest R family to Geneva next week. That designation now also belongs to the big off-road nomad. <p/> PSA's DS brand has another member, the DS 9 is based on the EMP2 platform and belongs to the E segment. <p/> A week before the opening of the Geneva show, Renault reveals the electrified Twingo, assembled at Renault's Nové Mesto plant. <p/> Seat unveils the new Cupra Leon, which will be a plug-in hybrid in estate or station wagon form with a conventional engine. <p/> In recent years, the Korean carmaker, with its Hyundai and Kia brands, has quietly made significant leaps in the quality and design of its products. The fourth-generation Kia Sorento is further proof that the Koreans are keen to win the trust of even more European buyers. <p/> Interesting information shared with us by the French brand's dealership when they presented us with the essential innovations of the new generation 2008 model. Thanks to the fresh and rich content, this age limit could well be lowered in the future.",List of Summaries/Excerpts,train
820,"Contains Hexyl Cinnamal <p/> WARNING! May cause allergic skin reaction. Toxic to aquatic organisms, with long-lasting effects. Contains Lilial, Hexyl salicylate, Methylenedioxyphenyl Methylpropanal, Cyclohexanemethanol, 4-(1-methylethyl)-, cis-, Cyclamen aldehyde, Geraniol, Eugenol, Ethyl methylphenylglycidate. May cause allergic reaction.",Information/Explanation,train
822,"LowCarb Protein <p/> 500ml low carb protein drink. Reduces recovery time and improves mood after strenuous exercise. <p/> A protein shake with milk protein, 3:1 ratio of protein to carbohydrates! <p/> Features: <p/> Contains more protein than carbohydrates (3:1) <p/> A quick post-workout protein supplement that can also be useful during the weight gain phase.",Promotion of a Product,train
824,"it says freestyle-MASTER but the guy who thinks mafia is better than gta vice city is loooooooooooooooooooooooooool!!!! <p/> bOy i disagree with you mafia is better because: -it has better graphics -more realistic weapons -the cars have a better physics model -better story -better interesting and varied missions -the city is bigger and more interesting <p/> in GTA it's all about pure distraction, but in MAfia you have to think about the fact that you finish GTA you just relax a little bit, if someone chews you out <p/> Mafia is better to me than GTA:VC. But only by a percent or two. But it's true that Mafia is an older game than VC. Maybe the next GTA will even catch up. But for once, Mafia is better for me. <p/> yes, in mafia it's a pain in the ass when you shoot a thomson for half an hour to kill a mafioso with a shkifarska and then shoot three times to kill him!!! cars go like tractors but it's true that mafia has the advantage that you can learn how to steal cars first!!! and when you walk by a bayti you'll see that everything is a bit strange but when it comes to GTA you can copy bayti!!!not to mention the fact that you drive a car in a skiff, and when you're not in the car, the skiff can see exactly how much you're driving when they had radar even back then!!! and you don't even have to get on a boat, but you still drive around!!! if I had more time, I'd be happy to discuss what mistakes there are in the mafia, and besides, GTA isn't without its faults!!!!!! so that you don't think that I'm defending GTA when you're at the beginning of the game and when you're on the phone, the phone is huge and when you're on the phone, you can also k**** into cars after having sex, and you can k**** it !!! so I like GTA better!!! maybe mafia 2 will be better than GTA and probably it will be!!! but when there will be a new GTA, it seems to me that mafia will be a lot of slapstick!!!!!!! we'll see!!!GTA IS THE LAW <p/> yeah you forget that sometimes the cars were really so slow and after the end you get better and very fast cars if you turn mafia 100% you get one car called crazy horse and it's impossible to drive because it's fast... besides you can put it on the back tyres... CRAZY <p/> yes angel you are right,if you turn around the game itself and the Lucas Bertone quests and Free Ride Extreme the game is even more interesting <p/> gee I can't stand to see your pointless posts comparing mafia to vice city. you can't compare two spiels like that in graphics and gameplay. you can't compare two spiels like that in graphics and gameplay. each has its own story and each takes place in a different time, which also explains the cars and their speeds. bOy; no spiel is without its faults, and mafia is also an older spiel, about 1 year old, so please. not with such meaningless comments!!!! <p/> didn't you even read it or did you lose your glasses???? i wrote that in GTA their phone is huge so before you write anything you can even read it!!!!and i didn't say that GTA is bug free but we are at the end of 2003 not 2222!!!!",Forum,train
825,"The first free educational workshop on consumer rights and banking services will take place on 30 March. Sign up for it if you already... <p/> The annual report on the Safety Gate rapid alert system for dangerous non-food products reveals that in 2020, it received 2,253... <p/> As part of the European Union-funded Food PRO project, we are carrying out a market survey on breakfast cereals. As we are also interested in your buying habits, we... <p/> The results of the market survey are also available to all consumers. If you are not a member of the CCA, please enter your email address to confirm <p/> Hand sanitizers have found their way into many shopping lists in recent months due to the emergence of a new coronavirus, COVID-19.... <p/> 15 March is World Consumer Rights Day, celebrated around the world since consumer rights were highlighted in a congressional address in ... <p/> Recent years have seen the rise of the collaborative economy. We help each other with transport, exchange clothes and work together to exchange greenery ... <p/> Members of the Consumers' Union of Slovenia have many benefits as part of their annual membership fee - unlimited access to all the content on the web portal... <p/> This year, your favourite subject was quizzes, finance content was also very popular, and many of you supported our campaign ""Binding for both of us"".",List of Summaries/Excerpts,train
826,"I would like to know a couple of things about cat acne, if anyone has any more experience. mainly I know about the so called black dots under the chin, which are supposed to be cat acne or fungus? I know it can be done elsewhere on the body. <p/> I have seen the occasional spot on the chin in one of our cats, but now I have a different problem. fergie has these spots just under her nose, just on one side, and on her nose, mostly on the same side. around her nostril, if you can imagine. let me say that she eats quite stump-eating, and a lot of the time her nose helps with things, so it seems to me that this could be the cause of this outbreak around the nostril.... <p/> yesterday I cleaned that area with splivasept and water and it all went away under the snout, the skin was red there, today it's better... it's healing. there's one part on the snout that remains. instead of having a nice coat there, she has a small scab that doesn't come off with washing. of course I don't think to rub it too much, because it's extremely uncomfortable for her if I do that. <p/> I wonder if anyone has any advice on how to proceed? of course I can take her to the vet, that's not a problem... but I understandably try to avoid it if I can, because I don't want to upset the cat if I don't really have to. <p/> In my opinion it's just dirt, and when it dries it can stick so firmly to the skin that it's yikes. I just find it odd that it's so noticeable, because Fergie isn't white around the snot. I suggest just tapping the spot several times in a row with a soaked cotton wool, waiting a little each time, and then gently removing. A one-off treatment will almost certainly not get it all off, so keep repeating it, but preferably not on the same day, so that you forget the maca a little in between. <p/> yes, it's black up there, yes, I looked at it so close I could see it when you put your finger over it, but you can still feel that little spot. <p/> I think it will go slowly, yes, at least it hasn't gone back to where it was before <p/> When I still had temporaries, I used to dab their acne (even in the spot you described, it was usually) with colloidal silver on a cotton wool a couple of times a day...then the scab came off, peeled off and everything was ok underneath. <p/> u yeah, I didn't think of it right away, but it's good stuff! i'll try to get it now <p/> but otherwise it's pretty good! one little thing is still on the top of the snot, the rest looks good. i was actually thinking that there's a chance that they scratched each other and that's what caused the scab and the acne... what do i know. <p/> now I have another problem, because she scratched her ear too fergie doesn't scratch very gently, if she gets scratched she usually scratches it clean to the fullest, so she slaughters herself if she has to <p/> she gets rid of them for a couple of months. And they do it again. And then we repeat the treatment again and it's ok, until next time. They don't bother him, they don't hurt, they don't spread. They always appear on his chin. We haven't had more than 4 months of peace from them since he was caught. He is a special little guy who needs a little more ""maintenance"", he is just worth it. I don't care either, because I know what it is, but it's nothing terrible. Just acne.",Forum,train
827,"Confetti <p/> Small decorative elements for versatile creation and decoration. Sprinkle confetti on a surface for table decoration, fill balloons with it, use it for paper crafting, scrapbooking, ornament making and much more! <p/> The flower-shaped confetti has a hole in the centre so you can string it on thread or thin string.",Promotion of a Product,train
828,The Volunteer Academy is in the final stages of developing a mobile app with games for youth leaders. So they are looking for the best suggestion for the name of the mobile app! <p/> What would you name the database of games for animators and volunteers in your local area? Do you have an idea? Share it with us here. <p/> The Volunteering Academy is a joint project of the Nefiks Institute and the Family and Youth Centre Cerklje.,Other,train
830,"Ordinary Woman (Written by Danaja Lorenčič) <p/> In the eyes of ten year old, twenty year old and even thirty year old Danaja, I was burned at the stake in my quest to become something special. <p/> Danaja Lorenčič <p/> A few weeks ago, I was invited for coffee by a friend I rarely see. But while talking to her, I immediately got that familiar feeling that reminds me again and again why I love some people so much. Because they don't hide behind a mask of perfection, they don't feel ashamed of their vulnerability, they don't get defensive when they are in need, and they don't resort to cynicism when you touch their wounds during a conversation. <p/> Before we had each had our cup of coffee, she told me that she had been searching for her own identity lately, as she had lost herself in the last few years due to her many roles. She was starting to wonder who she was if she wasn't a mother and a wife who went to work and in her spare time was a musician. It touched me when she confessed that one of her greatest fears was to become an ordinary woman, so she kept up her hobbies, even when she no longer enjoyed them, because she was afraid that without them she would slip into a boring routine and turn into an uninteresting person. How I recognised myself in her words! I don't have any hobbies, because I have turned what I enjoy most into my work (i.e. writing), but I identified with her fear of the ordinary. Suddenly, hundreds of scenes swirled in my head, reminding me of all I had done to escape the image of the ordinary woman I feared almost as much as my own death. <p/> To avoid becoming ordinary, I kept my weight low and for a short time even believed that anorexia made me special. To avoid becoming ordinary, I rejected the idea of a serious relationship for years because I thought that being single was something that only independent, strong women could do. To avoid becoming ordinary, I dreamt for a very, very long time of a singing career that would save me from an ordinary life, paying bills and annoying bosses. To avoid becoming ordinary, I hung out with damaged people who, like me, refused to grow up for a long time. To avoid becoming ordinary, I gave up my first and only regular job. To avoid becoming ordinary, I gave up any thought of motherhood by the age of thirty-five. <p/> Of all the things I did to escape from ordinariness, there is only one thing I do not regret - that I gave up a job that did not make me the least bit happy. Which is not to say that I was entirely happy about it afterwards, as I swallowed the bitter experience of precarious work. But I took responsibility for that decision and faced it. Because by giving up a secure job, I was not running away from discomfort, I was throwing myself out of my comfort zone and starting to develop my potential within my discomfort zone. <p/> This made me feel special, and I tried to escape the fate of the ordinary woman in other areas of my life. I decided that I wanted to write for a living and convinced myself that this was only possible if I didn't have a partner to start a family with, as this would certainly hinder me from achieving my goals. I was operating under the mindset: If I want to be special, I have to give up what is typical of most people. <p/> In reality, I was scared of love after the love wrecks that had caused me emotional wounds. I was scared to let go of control of my weight because I thought I would lose control of my life. I was afraid to end destructive relationships with people who hated themselves because I was afraid they would hate me too. And I was terrified of becoming a mother - especially if I gave birth to a baby girl, because I knew that I would be a bad role model for her because of my unprocessed pain, my denial of pleasure, my tendency to abuse myself and to repress my emotions. <p/> If I take a closer look at my life, which is something of a ritual for me this week as I celebrate my 38th birthday, it is certainly different and in some ways much less special than I imagined it would be. <p/> For me, being special meant creating a life that did not involve complicated emotions, arguments, sharing household responsibilities with a partner and parenthood. <p/> Hearing my friend say that she was afraid of being ordinary made me think about how I had misinterpreted specialness and at the same time had an unjustified fear of being ordinary. Because back then, when I was striving for specialness, I was nowhere near as content and at peace as I am now. <p/> If I take a closer look at my life, which for me is a kind of obligatory ritual this week as I celebrate my 38th birthday, it is certainly different and in some ways much less special than I imagined it would be. I am no longer obsessed with controlling my weight. I have not become a famous singer or a successful writer. I have not stayed single so that I can create uninterrupted. I do not have many friends, because I have distanced myself from those who used to burden me with their darkness. And I did not give up motherhood so that I did not have to change anything about myself that I was not proud of. <p/> In the eyes of ten-year-old, twenty-year-old and even thirty-year-old Danaja, I was burnt out in my efforts to become something special. But in the eyes of Danaja, who is slowly approaching forty, I see peace. <p/> And that is what I have longed for for years. For an inner peace that I have wrongly called an ordinary life.",Opinion/Argumentation,train
831,"Events -> 2013 -> Parish Pilgrimage to Sladka Gora <p/> This year's pilgrimage route took us to Sladka Gora. <p/> A pilgrimage is a journey to the Lord, a walk on the stairs, increasing with each step the longing to touch the Heart and to rest in the Embrace. The soul is freed from the countless layers that bind and suffocate it, which is why the preparation for the Sacrament of Reconciliation is always so good for it. Ready to meet the Lord, we celebrated Holy Mass in the beautiful Baroque pilgrimage church of the Mother of God in Sladka Gora, Styria, with a men's choir made up of pilgrims singing. <p/> We were not only moved by the beautiful interior of the church, but also by the address of Pastor Andrew, who invited us to open our hearts to the point where we could ""be here"" with our whole being, soul and body, experiencing and fully accepting all that was placed before us; to forge bonds and friendships with people and with God. After the Holy Mass, the local parish priest gave us a historical outline of the Shrine and the life connected with it. <p/> The garden in front of the church was quite lively as the Oratory was taking place. <p/> We gathered again on the bus that took us to Šmarje pri Jelšah, where a good lunch was waiting for us. <p/> After lunch we went up to Calvary. The Way of Suffering, which leads to the pilgrimage church of St. Roko, is considered to be the most extensive Passion complex in Slovenia. It was built between 1743 and 1753. It leads the pilgrim between the chapels, so that he can always see only his next destination. Looking down into the valley, one sees the town and the unique image of the varied wine-growing landscape, from the border mountains of Styria and Carinthia to Pohorje, Boč and Donat, Macel and Zagorje in Croatia, to Bohorje, Hume and the Savinja Valley. <p/> Entering the Church of St. Roko, we had a new surprise. The massive exterior of the church, built in 1646, is in stark contrast to its richly decorated interior, where shell and net shapes, angel heads and flower branches intertwine. The pilgrimage tradition is still alive at St. Roch. On 15 August, the feast of the patron saint of the parish, Our Lady of the Assumption, and on 16 August, the feast of St. Rocco, several thousand people gather here. St. Rok is part of the pilgrimage triad, Sladka Gora - Tin Tin - St. Rok. The church is very acoustic, which is why concerts are held there. <p/> The first raindrops fell, and the bus took us to the most beautifully landscaped village in Europe, Olimje. <p/> Here we visited the Minorite monastery and learned about its history. <p/> In the Old Pharmacy we admired the frescoes by Anton Lerchinger, which speak of the path to health and happiness. We wandered into a shop with herbal preparations, teas, tinctures and ointments that help maintain health. We were overwhelmed by the image of the Pilgrimage House of St. Joseph and the park for rest and relaxation. We walked through the garden of medicinal plants where ""for every disease there is a flower"". The walking path leads between beds with around 200 specimens of medicinal plants named with Slovenian and Latin names, which grow in our gardens, meadows, marshes and forests, and are used for teas, salves and tinctures. Each plant is also labelled with its medicinal properties. <p/> In Olimje, we couldn't pass by the Chocolate Factory and its delicacies. We were drawn in, our eyes were big and our sweet tooth was irrepressible! <p/> At the end of our pilgrimage, in the beautiful Baroque pilgrimage church of the Assumption with its black and gold altars, we prayed the fifth Litany of the Mother of God and celebrated the National Day with a cultural programme in the courtyard of the monastery. <p/> On our way home, we passed through Trojany. Here we had a delicious doughnut or ice cream. We were happy and satisfied on our way back home, grateful to Pastor Andrew for leading and organising a wonderful pilgrimage that filled our hearts and souls. <p/> JP <p/> Photos.",Opinion/Argumentation,train
832,"Berdych defeats defending champion in Stockholm final <p/> 19.10.2014 <p/> STOCKHOLM, SWEDEN - Tomas Berdych of the Czech Republic triumphed at the ATP250 tournament in the Swedish capital. He had to beat defending champion Grigor Dimitrov to win the title, but with new points for the ATP Race Rankings, he kept his chances for the final Masters alive. <p/> Tomas Berdych reached the final of the If Stockholm Open for the second time. In the final, he defeated Grigor Dimitrov, who won here last year, 5-7, 6-4, 6-4. <Berdych, 29, does not yet have a ticket to the final eight, but he retained his 7th place today, which still leads him to London. The Czech is chasing a fifth consecutive appearance at the O2 Arena. Today's success means he now has 10 ATP titles and is the ninth tennis player to have more than one win in this tournament, which has been around for 45 years. <p/> ''This is the first and only tournament I have won at least twice. I really feel great here, the organisers take care of everything we need. That's the reason I keep coming back, I feel at home'', said the Czech tennis ace after his hard-fought victory. He could have saved the opening set in his favour when he served at 5-4, but Dimitrov had other plans. The Bulgarian stole a set from the Czech by winning four games in a row. Berdych did not make the same mistake in the second and third sets and took the break advantage safely to the end. <p/> ''I lost the opening set because Dimitrov played unbelievable. I was very happy with my serve in the second set, which helped me to finish well,'' explained the Czech. <p/> Tomas Berdych celebrates his second win in Stochholm and 10th of his career <p/> Grigor Dimitrov lost today, but is still in contention for the final in London. He is currently 11th in the ATP Race Rankings, 330 points behind Murray, who is still in eighth place, which is still enough to qualify. All credit to Tomas, it's tough after losing the final, but he was better'', said the Bulgarian, who will play in Basel next week, while Berdych will travel to Valencia.",Opinionated News,train
835,"The urban periphery is expanding outwards, the (un)planned spread of development is encroaching on a wide variety of land and can also affect major natural and environmental qualities. By analysing the spread of built-up land in a sample area of the Ljubljana Urban Region (LUR) over time (1951-2002), we ... <p/>Incorporating expertise in the spatial planning process contributes to ensuring that spatial development decisions are made in line with sustainable development objectives. Environmental vulnerability studies are one of the planning expertise bases whose role is to provide advance warning of excessive ... <p/> This paper discusses the options for the Deep-Italian Border transmission line through space. It presents two procedures for the siting of overhead lines, taking into account environmental and spatial criteria: the Slovenian and the Italian. The Slovenian procedure consists of an attractiveness analysis and a vulnerable ...",List of Summaries/Excerpts,train
836,"Ocimum basilicum <p/> Widely used in vegetarian and Mediterranean cuisine for seasoning salads, sauces, spreads, in tomato and some seafood dishes. For flavouring vinegar. Tea soothes coughs and calms.",Information/Explanation,train
837,"access to information of a public nature - refusal of access - civil servants - salaries of civil servants - merit allowance <p/> Already paragraph 3 of Article 6. Article 6(3) of the ILOHR is the legal basis for allowing the applicant to be given information on the performance of an individual public servant, as it is expressly provided that access to the requested information shall be granted if it concerns information on the use of public funds or information related to the performance of the public servant's employment relationship, and performance is clearly information arising from the employment relationship of a public servant. Furthermore, there is another legal basis on the basis of which an interested party is entitled to information on the performance of public servants, namely Article 38(1) of the PPSA.",Information/Explanation,train
